ID,Valor,Otro
4773,70.97,257
4774,75.41,136
4775,30.67,363
4776,69.66,771
4777,93.39,579
4778,37.84,266
4779,31.44,563
4780,64.91,406
4781,62.97,182
4782,33.99,424
4783,42.01,332
4784,15.77,511
4785,29.52,413
4786,46.51,937
4787,39.19,480
4788,45.14,310
4789,67.85,222
4790,38.14,910
4791,73.92,461
4792,25.22,430
4793,81.04,858
4794,32.91,473
4795,31.25,260
4796,77.15,901
4797,42.91,409
4798,60.37,854
4799,54.22,124
4800,14.11,696
4801,32.79,365
4802,14.88,447
4803,44.77,319
4804,11.11,280
4805,60.07,390
4806,92.4,776
4807,13.71,592
4808,82.32,552
4809,72.39,783
4810,40.4,879
4811,66.62,101
4812,56.79,458
4813,41.39,236
4814,88.48,949
4815,41.4,905
4816,95.96,278
4817,94.42,747
4818,31.01,306
4819,20.12,508
4820,21.3,544
4821,94.9,688
4822,27.89,851
4823,19.3,839
4824,92.1,454
4825,41.03,610
4826,38.75,290
4827,93.2,650
4828,72.62,728
4829,66.96,355
4830,14.34,659
4831,53.96,244
4832,14.1,802
4833,81.41,856
4834,24.89,658
4835,76.05,148
4836,50.42,801
4837,28.82,399
4838,50.27,983
4839,37.17,738
4840,29.53,432
4841,68.9,486
4842,67.07,393
4843,83.76,603
4844,10.86,657
4845,38.81,189
4846,83.56,338
4847,50.0,407
4848,81.88,302
4849,93.56,760
4850,44.48,477
4851,60.06,649
4852,40.15,759
4853,16.29,747
4854,96.03,659
4855,64.23,610
4856,38.09,641
4857,72.69,223
4858,62.22,102
4859,78.07,487
4860,80.37,278
4861,16.13,754
4862,86.36,272
4863,67.77,786
4864,94.69,858
4865,58.57,552
4866,76.3,449
4867,66.68,330
4868,75.94,696
4869,57.5,946
4870,52.99,114
4871,12.58,578
4872,24.19,546
4873,32.24,182
4874,77.81,530
4875,69.24,602
4876,76.29,540
4877,14.01,567
4878,12.89,650
4879,97.14,235
4880,10.99,111
4881,85.95,753
4882,99.71,489
4883,56.83,440
4884,66.53,204
4885,37.11,797
4886,34.67,721
4887,33.76,316
4888,26.31,648
4889,15.34,968
4890,85.57,515
4891,50.09,510
4892,34.65,594
4893,23.2,325
4894,15.4,525
4895,27.87,484
4896,73.14,440
4897,36.41,805
4898,90.28,379
4899,21.55,493
4900,88.52,848
4901,92.15,553
4902,85.63,486
4903,67.87,759
4904,44.35,441
4905,44.64,268
4906,45.91,601
4907,48.35,523
4908,24.08,877
4909,38.87,175
4910,12.07,221
4911,39.83,231
4912,75.46,792
4913,96.12,669
4914,55.81,803
4915,82.93,261
4916,95.76,632
4917,27.65,263
4918,28.0,903
4919,67.6,507
4920,90.9,329
4921,41.31,522
4922,84.22,908
4923,34.02,794
4924,82.72,394
4925,47.75,621
4926,10.15,671
4927,45.03,120
4928,16.86,630
4929,97.48,690
4930,87.12,250
4931,30.41,414
4932,23.34,638
4933,32.9,814
4934,61.82,483
4935,17.64,912
4936,41.07,986
4937,55.17,166
4938,72.87,479
4939,44.47,699
4940,88.32,480
4941,69.62,981
4942,84.4,845
4943,39.97,269
4944,83.86,655
4945,57.89,418
4946,85.51,880
4947,71.61,885
4948,18.25,330
4949,30.33,123
4950,97.61,688
4951,24.45,836
4952,86.9,682
4953,70.55,495
4954,64.56,394
4955,10.79,862
4956,97.34,911
4957,35.64,906
4958,75.07,253
4959,37.73,294
4960,86.74,752
4961,35.21,249
4962,98.17,116
4963,82.78,169
4964,55.74,560
4965,54.62,154
4966,52.78,701
4967,85.09,178
4968,21.6,713
4969,48.0,592
4970,74.48,429
4971,62.17,540
4972,93.23,966
4973,78.69,450
4974,53.78,246
4975,51.57,125
4976,90.73,171
4977,14.22,566
4978,80.02,845
4979,61.59,606
4980,70.59,311
4981,37.04,934
4982,85.83,860
4983,74.68,922
4984,35.57,523
4985,74.52,628
4986,87.43,234
4987,50.0,890
4988,79.01,533
4989,25.5,590
4990,27.98,978
4991,45.51,926
4992,97.27,898
4993,13.88,122
4994,75.62,528
4995,34.82,522
4996,46.28,248
4997,96.75,692
4998,33.86,877
4999,41.41,890
5000,50.29,722
5001,75.31,866
5002,66.62,397
5003,10.05,374
5004,70.8,807
5005,10.92,359
5006,78.71,709
5007,47.98,300
5008,62.9,953
5009,60.56,742
5010,57.85,640
5011,77.11,546
5012,67.89,707
5013,70.19,742
5014,95.03,511
5015,91.66,229
5016,35.63,187
5017,62.45,431
5018,75.85,678
5019,58.77,440
5020,82.2,864
5021,42.55,845
5022,53.97,359
5023,41.0,956
5024,40.41,742
5025,49.06,932
5026,50.88,259
5027,51.16,537
5028,95.34,287
5029,72.78,810
5030,71.67,988
5031,84.21,227
5032,85.14,595
5033,35.79,229
5034,96.79,453
5035,32.98,958
5036,36.33,376
5037,82.92,741
5038,55.22,759
5039,36.89,601
5040,61.84,688
5041,80.96,463
5042,99.4,345
5043,32.38,455
5044,38.44,565
5045,15.01,665
5046,12.65,536
5047,57.32,681
5048,97.05,297
5049,38.92,297
5050,73.76,291
5051,83.51,957
5052,83.44,805
5053,68.84,462
5054,26.78,942
5055,23.23,290
5056,60.87,978
5057,80.6,334
5058,92.27,248
5059,66.71,804
5060,44.49,931
5061,74.09,453
5062,43.38,847
5063,71.38,497
5064,28.6,401
5065,70.09,849
5066,39.28,547
5067,62.16,387
5068,37.77,609
5069,58.9,198
5070,60.78,215
5071,78.44,217
5072,78.92,881
5073,50.36,484
5074,99.77,277
5075,58.94,673
5076,29.2,920
5077,12.92,155
5078,45.29,314
5079,97.21,287
5080,98.43,948
5081,59.02,378
5082,90.2,220
5083,55.82,699
5084,15.35,653
5085,13.56,446
5086,26.5,125
5087,93.06,724
5088,10.91,663
5089,40.83,204
5090,85.92,996
5091,41.86,805
5092,65.04,485
5093,52.43,674
5094,11.56,987
5095,79.28,115
5096,50.61,748
5097,49.48,890
5098,78.13,591
5099,33.51,566
5100,29.55,243
5101,89.03,291
5102,93.7,626
5103,23.32,909
5104,13.11,526
5105,67.8,161
5106,37.52,623
5107,73.11,509
5108,94.31,859
5109,84.79,276
5110,90.48,477
5111,21.92,692
5112,49.55,731
5113,90.58,382
5114,83.12,144
5115,89.95,658
5116,36.06,240
5117,30.65,646
5118,65.49,791
5119,67.51,489
5120,42.1,303
5121,61.02,957
5122,81.39,749
5123,95.58,789
5124,79.89,146
5125,11.22,643
5126,19.52,521
5127,99.46,354
5128,62.58,634
5129,41.84,392
5130,45.1,160
5131,98.94,586
5132,89.05,147
5133,85.46,182
5134,85.23,147
5135,12.1,266
5136,47.84,131
5137,22.08,984
5138,36.52,100
5139,56.84,944
5140,93.0,263
5141,74.56,581
5142,35.4,557
5143,69.15,689
5144,84.67,738
5145,96.24,182
5146,74.92,741
5147,68.87,685
5148,82.71,679
5149,43.77,649
5150,98.83,136
5151,56.61,121
5152,84.11,736
5153,13.63,843
5154,44.85,397
5155,22.44,489
5156,22.58,341
5157,77.34,993
5158,32.57,573
5159,27.63,115
5160,86.58,414
5161,45.08,939
5162,56.21,315
5163,38.45,732
5164,61.83,273
5165,43.68,563
5166,86.81,586
5167,40.27,793
5168,44.32,294
5169,29.86,868
5170,97.55,818
5171,60.5,575
5172,93.37,461
5173,19.18,259
5174,32.85,370
5175,15.61,164
5176,14.88,969
5177,86.02,330
5178,29.13,954
5179,23.26,819
5180,49.18,492
5181,14.0,841
5182,98.46,460
5183,91.73,482
5184,31.64,584
5185,36.64,407
5186,75.58,275
5187,99.51,834
5188,68.22,369
5189,38.58,750
5190,73.92,483
5191,15.05,179
5192,57.39,871
5193,84.11,693
5194,57.07,393
5195,24.04,588
5196,65.1,458
5197,99.05,106
5198,31.13,468
5199,90.97,917
5200,84.8,768
5201,61.34,656
5202,55.1,325
5203,77.17,455
5204,35.49,775
5205,92.28,594
5206,76.43,130
5207,85.6,938
5208,95.87,199
5209,43.59,829
5210,40.51,510
5211,39.47,378
5212,13.36,887
5213,66.74,956
5214,27.57,660
5215,49.79,673
5216,65.8,872
5217,57.43,139
5218,42.76,545
5219,61.41,205
5220,89.89,382
5221,67.94,556
5222,86.77,707
5223,29.47,375
5224,25.16,110
5225,16.68,936
5226,89.96,314
5227,69.92,460
5228,76.81,246
5229,11.68,386
5230,90.14,693
5231,87.25,866
5232,86.86,208
5233,17.4,378
5234,27.78,793
5235,83.71,548
5236,84.93,563
5237,51.8,740
5238,95.05,464
5239,50.27,726
5240,18.92,114
5241,97.0,787
5242,43.86,496
5243,77.91,726
5244,29.56,575
5245,18.37,376
5246,85.87,157
5247,79.09,282
5248,87.12,205
5249,33.27,622
5250,39.94,911
5251,33.84,903
5252,97.86,227
5253,34.46,309
5254,13.01,290
5255,12.11,494
5256,32.24,983
5257,82.81,550
5258,11.83,416
5259,59.37,259
5260,28.39,612
5261,99.04,123
5262,29.68,735
5263,90.29,428
5264,72.5,727
5265,81.99,252
5266,92.13,749
5267,95.13,621
5268,22.07,650
5269,96.41,595
5270,84.9,570
5271,60.6,835
5272,62.68,298
5273,15.02,806
5274,31.26,857
5275,93.93,140
5276,94.15,569
5277,91.32,157
5278,55.88,821
5279,75.45,931
5280,48.82,384
5281,64.08,748
5282,25.99,648
5283,82.59,662
5284,12.33,519
5285,76.21,286
5286,51.41,896
5287,93.44,756
5288,22.86,674
5289,57.42,765
5290,71.5,497
5291,11.25,751
5292,18.66,121
5293,20.99,243
5294,41.75,845
5295,42.86,672
5296,27.42,929
5297,31.05,382
5298,76.03,599
5299,25.06,234
5300,99.4,725
5301,35.95,794
5302,13.9,720
5303,65.65,274
5304,95.21,312
5305,10.0,853
5306,36.91,792
5307,76.11,810
5308,90.28,630
5309,52.26,995
5310,24.19,464
5311,23.19,555
5312,25.57,780
5313,98.15,627
5314,38.93,622
5315,59.61,558
5316,40.5,774
5317,27.23,753
5318,52.09,724
5319,35.31,108
5320,86.38,899
5321,66.46,216
5322,84.81,189
5323,96.72,255
5324,46.71,915
5325,68.29,882
5326,38.38,334
5327,63.62,660
5328,20.64,763
5329,91.85,269
5330,11.61,871
5331,85.6,511
5332,29.24,353
5333,65.69,850
5334,57.5,333
5335,18.15,269
5336,72.28,734
5337,64.49,884
5338,31.32,535
5339,13.73,479
5340,25.71,577
5341,66.42,390
5342,46.15,627
5343,77.14,199
5344,87.64,371
5345,43.97,715
5346,22.06,956
5347,71.04,173
5348,40.06,400
5349,10.63,564
5350,31.27,294
5351,94.16,959
5352,16.51,521
5353,44.38,944
5354,81.44,422
5355,62.1,678
5356,68.24,471
5357,75.34,564
5358,87.79,745
5359,15.75,913
5360,48.02,990
5361,84.74,555
5362,49.51,766
5363,25.15,208
5364,85.4,738
5365,82.51,747
5366,36.72,692
5367,20.11,897
5368,93.32,286
5369,30.06,725
5370,35.86,621
5371,96.09,818
5372,92.42,404
5373,51.93,675
5374,64.55,699
5375,49.25,832
5376,93.84,359
5377,13.34,182
5378,20.78,370
5379,58.25,541
5380,94.29,969
5381,85.27,650
5382,11.1,363
5383,96.56,176
5384,40.73,579
5385,69.62,409
5386,33.67,223
5387,75.9,726
5388,17.5,737
5389,72.22,527
5390,55.06,812
5391,28.59,629
5392,49.28,655
5393,78.54,637
5394,25.1,518
5395,90.06,315
5396,50.85,914
5397,54.06,369
5398,58.37,105
5399,79.06,415
5400,18.67,766
5401,43.9,838
5402,94.68,497
5403,37.61,734
5404,50.17,146
5405,92.12,988
5406,65.47,384
5407,53.2,813
5408,27.36,688
5409,60.15,208
5410,13.16,557
5411,14.56,927
5412,59.9,854
5413,50.94,947
5414,40.63,158
5415,45.77,476
5416,90.26,564
5417,19.1,192
5418,14.23,465
5419,57.76,257
5420,78.68,713
5421,44.03,925
5422,99.11,940
5423,47.34,693
5424,54.03,182
5425,66.01,216
5426,80.24,261
5427,40.74,908
5428,16.15,131
5429,99.26,923
5430,11.39,493
5431,48.81,100
5432,39.24,401
5433,58.2,739
5434,26.31,625
5435,19.17,407
5436,45.71,829
5437,32.24,392
5438,42.72,684
5439,49.91,836
5440,81.74,165
5441,70.2,895
5442,78.47,217
5443,77.93,341
5444,28.0,197
5445,61.29,476
5446,32.3,103
5447,22.08,515
5448,64.45,737
5449,75.6,464
5450,87.47,612
5451,36.83,815
5452,31.74,317
5453,53.49,622
5454,63.95,670
5455,37.22,450
5456,84.41,869
5457,54.07,522
5458,18.62,565
5459,63.12,299
5460,19.02,416
5461,42.15,633
5462,77.65,983
5463,73.83,136
5464,95.24,472
5465,56.79,580
5466,61.69,552
5467,86.7,847
5468,88.97,198
5469,31.06,464
5470,44.88,635
5471,77.2,607
5472,20.45,892
5473,36.56,737
5474,17.34,394
5475,42.69,347
5476,54.3,813
5477,41.74,823
5478,72.87,587
5479,63.58,159
5480,14.56,759
5481,80.35,750
5482,98.05,489
5483,23.44,273
5484,11.86,480
5485,95.86,498
5486,56.68,124
5487,18.81,983
5488,30.8,909
5489,48.58,406
5490,65.47,570
5491,73.7,147
5492,20.82,706
5493,42.92,823
5494,85.03,853
5495,30.72,839
5496,43.1,826
5497,67.46,219
5498,14.47,234
5499,72.82,470
5500,13.97,162
5501,21.36,859
5502,44.22,223
5503,35.34,932
5504,89.18,201
5505,13.29,997
5506,12.18,612
5507,29.57,217
5508,77.99,386
5509,70.06,212
5510,95.0,619
5511,79.39,692
5512,96.32,404
5513,78.3,930
5514,43.44,720
5515,95.16,187
5516,11.45,735
5517,13.86,933
5518,34.43,637
5519,71.6,223
5520,24.51,776
5521,45.87,986
5522,29.11,617
5523,58.77,552
5524,44.47,910
5525,79.61,257
5526,92.23,405
5527,16.73,389
5528,14.79,646
5529,93.81,434
5530,65.4,270
5531,10.06,950
5532,27.32,337
5533,52.56,840
5534,49.89,978
5535,17.66,576
5536,15.84,829
5537,91.14,652
5538,48.7,855
5539,28.33,626
5540,48.81,866
5541,14.24,910
5542,14.46,396
5543,12.1,131
5544,73.2,173
5545,16.1,441
5546,60.55,107
5547,27.74,149
5548,59.17,212
5549,82.4,549
5550,75.23,330
5551,24.79,892
5552,21.99,378
5553,82.12,627
5554,72.81,599
5555,93.39,433
5556,45.78,271
5557,72.74,485
5558,65.5,706
5559,66.42,532
5560,17.94,997
5561,70.76,609
5562,88.61,363
5563,63.69,731
5564,50.02,789
5565,92.72,570
5566,49.73,237
5567,18.54,196
5568,81.82,279
5569,12.04,389
5570,31.41,765
5571,75.55,864
5572,29.13,263
5573,82.07,561
5574,63.36,261
5575,84.72,634
5576,10.07,442
5577,19.15,641
5578,42.92,723
5579,93.01,691
5580,49.6,806
5581,66.54,297
5582,33.59,120
5583,99.58,758
5584,73.25,410
5585,86.98,209
5586,45.93,109
5587,90.37,301
5588,25.06,471
5589,59.53,419
5590,24.44,771
5591,51.2,642
5592,74.56,904
5593,40.64,926
5594,86.52,313
5595,99.64,413
5596,83.44,646
5597,93.38,543
5598,61.61,869
5599,14.08,281
5600,64.22,980
5601,43.15,539
5602,70.78,868
5603,40.79,285
5604,11.43,981
5605,52.9,544
5606,98.75,853
5607,48.23,841
5608,25.72,729
5609,42.33,340
5610,81.01,734
5611,87.77,199
5612,90.63,795
5613,78.91,861
5614,17.32,799
5615,38.98,285
5616,10.34,499
5617,30.0,118
5618,50.08,121
5619,76.2,958
5620,29.27,101
5621,75.5,803
5622,46.41,336
5623,22.88,399
5624,96.61,383
5625,86.44,976
5626,93.47,235
5627,69.93,616
5628,15.04,657
5629,93.68,377
5630,35.01,452
5631,32.72,328
5632,73.34,188
5633,92.88,952
5634,76.09,247
5635,70.32,331
5636,53.28,839
5637,85.48,926
5638,99.1,930
5639,96.62,411
5640,14.04,435
5641,11.29,494
5642,53.79,796
5643,17.03,325
5644,26.74,482
5645,91.08,538
5646,41.39,301
5647,38.42,287
5648,26.26,168
5649,33.8,510
5650,58.35,600
5651,11.91,892
5652,62.64,849
5653,43.54,849
5654,12.48,975
5655,78.3,802
5656,31.84,428
5657,12.85,194
5658,94.72,598
5659,69.75,883
5660,15.14,221
5661,19.05,465
5662,64.84,646
5663,74.91,838
5664,61.07,299
5665,24.1,751
5666,17.51,799
5667,80.18,212
5668,40.61,274
5669,50.54,663
5670,40.75,180
5671,67.79,340
5672,21.1,494
5673,65.36,424
5674,30.4,633
5675,46.54,722
5676,79.6,381
5677,44.67,153
5678,13.27,160
5679,52.31,395
5680,83.71,544
5681,44.84,140
5682,36.0,303
5683,21.14,348
5684,96.77,716
5685,18.25,644
5686,29.48,349
5687,56.95,952
5688,85.74,361
5689,85.77,960
5690,58.3,495
5691,91.28,596
5692,86.16,802
5693,44.23,596
5694,58.89,793
5695,12.8,247
5696,12.12,947
5697,64.52,273
5698,47.58,517
5699,18.84,171
5700,60.93,762
5701,90.49,793
5702,37.53,920
5703,35.94,748
5704,77.58,266
5705,34.31,748
5706,37.79,514
5707,20.05,699
5708,87.06,356
5709,51.87,880
5710,85.6,576
5711,30.91,286
5712,88.11,441
5713,29.89,753
5714,72.1,424
5715,89.54,655
5716,89.08,446
5717,15.33,295
5718,39.04,208
5719,92.31,382
5720,93.39,671
5721,38.23,298
5722,68.85,554
5723,81.48,674
5724,24.51,965
5725,54.7,698
5726,82.87,615
5727,16.5,869
5728,33.89,541
5729,91.76,736
5730,23.52,885
5731,57.0,604
5732,49.61,562
5733,56.73,800
5734,44.8,523
5735,28.7,204
5736,46.34,188
5737,85.21,421
5738,60.54,226
5739,60.26,785
5740,41.56,318
5741,99.61,244
5742,72.25,291
5743,31.75,932
5744,86.01,181
5745,42.09,969
5746,77.97,539
5747,89.62,789
5748,80.82,389
5749,69.83,467
5750,50.76,920
5751,90.74,996
5752,64.16,868
5753,68.45,677
5754,50.11,119
5755,81.91,655
5756,29.73,803
5757,68.89,568
5758,11.41,386
5759,15.19,955
5760,89.03,269
5761,21.99,131
5762,39.42,281
5763,68.19,921
5764,37.13,468
5765,56.68,398
5766,40.7,555
5767,64.41,696
5768,85.02,631
5769,63.13,331
5770,26.16,869
5771,76.39,248
5772,70.54,216
5773,59.79,679
5774,97.64,227
5775,77.68,981
5776,25.64,751
5777,96.19,425
5778,61.12,265
5779,27.93,505
5780,64.48,718
5781,48.75,596
5782,69.59,816
5783,54.25,472
5784,48.79,526
5785,60.63,707
5786,63.45,360
5787,65.87,620
5788,21.91,641
5789,47.78,124
5790,12.66,881
5791,31.91,884
5792,18.55,347
5793,75.68,434
5794,21.98,260
5795,15.21,595
5796,85.57,832
5797,39.57,125
5798,98.19,868
5799,70.81,923
5800,98.29,548
5801,57.96,900
5802,15.38,370
5803,60.35,328
5804,93.55,955
5805,27.55,104
5806,14.82,949
5807,16.01,994
5808,80.89,624
5809,94.31,497
5810,41.26,527
5811,74.92,708
5812,95.97,644
5813,85.78,930
5814,94.59,990
5815,37.98,292
5816,20.02,962
5817,35.19,518
5818,52.12,515
5819,88.99,918
5820,19.64,453
5821,69.76,583
5822,16.05,342
5823,79.8,270
5824,62.37,521
5825,40.5,638
5826,86.69,618
5827,58.77,651
5828,19.48,366
5829,42.56,349
5830,33.02,672
5831,75.38,853
5832,79.12,339
5833,12.34,189
5834,12.52,595
5835,24.31,476
5836,39.08,502
5837,21.32,189
5838,69.07,905
5839,12.57,875
5840,43.29,755
5841,41.83,189
5842,70.33,808
5843,99.01,393
5844,50.22,159
5845,95.71,903
5846,23.5,537
5847,84.52,339
5848,87.24,392
5849,52.58,946
5850,37.47,924
5851,58.2,588
5852,64.59,759
5853,34.33,195
5854,85.37,545
5855,62.17,297
5856,30.71,497
5857,37.84,778
5858,23.2,906
5859,11.99,583
5860,10.01,781
5861,42.01,201
5862,40.85,794
5863,15.32,202
5864,24.32,454
5865,12.7,989
5866,71.35,493
5867,18.06,588
5868,12.6,196
5869,15.9,600
5870,18.64,974
5871,51.06,481
5872,40.43,680
5873,41.84,676
5874,68.79,195
5875,10.24,303
5876,89.58,130
5877,39.86,833
5878,91.31,430
5879,24.03,134
5880,21.67,560
5881,69.97,875
5882,41.54,786
5883,85.24,118
5884,81.82,412
5885,37.59,289
5886,61.41,464
5887,19.91,475
5888,39.92,476
5889,86.18,740
5890,66.74,388
5891,64.38,859
5892,10.79,276
5893,35.71,334
5894,62.01,752
5895,84.58,971
5896,91.1,595
5897,25.28,863
5898,68.44,682
5899,49.63,284
5900,89.4,688
5901,48.51,906
5902,81.96,606
5903,46.63,210
5904,99.52,772
5905,33.21,862
5906,11.02,429
5907,88.65,109
5908,53.55,906
5909,98.3,199
5910,69.4,407
5911,85.69,304
5912,68.35,911
5913,19.01,810
5914,53.93,186
5915,59.49,790
5916,76.12,612
5917,42.36,993
5918,16.94,234
5919,86.1,141
5920,70.53,683
5921,90.91,926
5922,14.15,370
5923,59.37,659
5924,89.77,191
5925,47.45,450
5926,71.22,879
5927,71.15,397
5928,56.17,296
5929,84.7,886
5930,69.62,665
5931,63.35,646
5932,25.43,206
5933,63.23,986
5934,76.11,863
5935,30.57,771
5936,80.83,939
5937,46.59,396
5938,77.81,418
5939,96.09,718
5940,52.41,826
5941,47.09,630
5942,10.13,851
5943,92.76,916
5944,76.22,600
5945,40.18,751
5946,16.62,724
5947,25.4,315
5948,86.43,987
5949,11.42,135
5950,88.89,618
5951,97.89,715
5952,50.76,977
5953,52.69,560
5954,79.03,324
5955,65.0,462
5956,88.79,556
5957,81.12,230
5958,83.72,582
5959,86.52,826
5960,91.77,720
5961,13.91,314
5962,68.51,525
5963,50.58,424
5964,14.2,301
5965,97.78,152
5966,42.76,950
5967,85.92,484
5968,37.29,380
5969,25.4,797
5970,45.91,604
5971,51.41,749
5972,15.75,978
5973,50.44,489
5974,22.61,875
5975,75.38,316
5976,81.96,702
5977,59.89,380
5978,31.7,396
5979,68.15,688
5980,44.54,991
5981,94.3,646
5982,46.79,824
5983,31.35,815
5984,91.44,498
5985,41.27,609
5986,73.91,764
5987,42.94,693
5988,81.04,552
5989,40.15,175
5990,98.75,126
5991,21.11,263
5992,93.21,128
5993,49.35,224
5994,37.86,341
5995,37.74,695
5996,51.35,296
5997,90.91,794
5998,48.15,512
5999,27.87,719
6000,37.06,477
6001,16.4,963
6002,98.22,467
6003,60.15,496
6004,92.21,994
6005,66.48,144
6006,84.26,855
6007,33.91,438
6008,77.38,921
6009,79.99,585
6010,47.54,998
6011,13.64,657
6012,30.83,912
6013,71.14,937
6014,84.05,598
6015,35.32,138
6016,10.15,199
6017,55.61,946
6018,33.46,565
6019,76.76,792
6020,49.57,343
6021,73.66,871
6022,58.58,136
6023,95.91,155
6024,87.11,598
6025,79.39,587
6026,33.3,959
6027,52.35,309
6028,17.7,732
6029,26.22,789
6030,53.79,511
6031,74.89,808
6032,55.57,347
6033,45.61,377
6034,49.41,751
6035,17.07,280
6036,76.02,828
6037,26.96,404
6038,98.06,650
6039,13.39,147
6040,28.79,272
6041,32.33,995
6042,44.46,809
6043,80.38,514
6044,45.27,625
6045,20.1,556
6046,26.02,608
6047,90.56,540
6048,85.21,561
6049,73.53,842
6050,38.79,515
6051,94.72,301
6052,23.08,507
6053,93.5,466
6054,89.84,401
6055,46.3,321
6056,14.55,319
6057,25.73,660
6058,77.01,657
6059,12.52,934
6060,96.34,959
6061,46.26,852
6062,27.61,190
6063,29.92,523
6064,35.88,640
6065,68.39,691
6066,71.05,343
6067,13.18,380
6068,42.78,571
6069,94.26,178
6070,27.25,942
6071,11.11,271
6072,31.14,706
6073,26.56,896
6074,75.41,141
6075,82.17,506
6076,44.21,129
6077,13.71,222
6078,16.16,162
6079,15.7,776
6080,55.0,551
6081,63.86,802
6082,90.29,367
6083,72.97,302
6084,22.3,186
6085,88.29,816
6086,77.7,551
6087,19.84,889
6088,58.86,113
6089,18.12,751
6090,51.4,102
6091,54.52,688
6092,63.63,717
6093,44.48,330
6094,29.06,680
6095,55.72,345
6096,91.6,457
6097,48.93,213
6098,92.82,705
6099,41.66,429
6100,49.07,320
6101,85.33,269
6102,30.37,601
6103,11.44,209
6104,23.87,804
6105,32.8,772
6106,66.59,135
6107,51.6,961
6108,52.34,879
6109,43.9,613
6110,48.39,813
6111,31.34,335
6112,19.77,316
6113,56.65,431
6114,86.54,458
6115,51.82,826
6116,82.44,560
6117,27.42,967
6118,96.93,703
6119,78.14,217
6120,28.87,725
6121,95.41,688
6122,46.66,467
6123,62.52,131
6124,61.99,907
6125,20.63,389
6126,63.59,979
6127,42.91,519
6128,79.96,789
6129,45.27,359
6130,83.37,489
6131,57.26,224
6132,64.07,334
6133,53.48,316
6134,25.33,861
6135,21.17,830
6136,74.37,579
6137,24.88,733
6138,54.18,630
6139,10.56,613
6140,32.8,917
6141,64.8,132
6142,69.45,328
6143,74.6,129
6144,50.98,201
6145,12.39,184
6146,57.85,610
6147,49.87,141
6148,59.38,538
6149,76.15,156
6150,50.1,423
6151,37.77,377
6152,97.96,302
6153,60.24,358
6154,13.16,958
6155,96.93,218
6156,55.37,646
6157,12.49,681
6158,59.69,348
6159,14.54,144
6160,40.8,356
6161,15.4,335
6162,55.4,915
6163,12.76,468
6164,81.93,503
6165,47.65,944
6166,22.69,840
6167,93.08,899
6168,37.0,405
6169,43.2,854
6170,93.23,145
6171,64.83,476
6172,39.44,278
6173,12.08,282
6174,46.01,910
6175,46.99,803
6176,73.02,324
6177,75.0,149
6178,28.92,736
6179,75.18,719
6180,92.56,586
6181,69.56,819
6182,26.28,332
6183,33.32,868
6184,13.55,557
6185,84.45,526
6186,37.79,876
6187,50.29,346
6188,10.48,910
6189,86.11,354
6190,49.69,831
6191,31.77,680
6192,81.28,205
6193,16.52,871
6194,43.12,280
6195,26.91,933
6196,86.65,520
6197,30.81,353
6198,84.85,577
6199,62.73,411
6200,79.89,858
6201,93.57,515
6202,14.67,151
6203,26.31,776
6204,25.67,257
6205,13.54,150
6206,22.21,254
6207,49.06,277
6208,49.34,697
6209,15.17,404
6210,30.71,701
6211,43.33,564
6212,67.99,577
6213,16.27,248
6214,22.92,362
6215,38.4,740
6216,96.02,945
6217,59.38,979
6218,29.93,426
6219,40.27,666
6220,81.66,635
6221,19.35,851
6222,86.12,245
6223,23.43,120
6224,27.36,170
6225,31.09,785
6226,78.1,979
6227,27.37,298
6228,61.92,294
6229,29.32,285
6230,62.27,412
6231,44.31,130
6232,67.66,911
6233,34.83,239
6234,44.89,484
6235,71.64,223
6236,79.48,428
6237,45.49,231
6238,78.74,137
6239,84.21,955
6240,88.64,630
6241,47.28,432
6242,96.49,466
6243,62.85,125
6244,48.44,237
6245,28.34,449
6246,45.22,402
6247,84.91,685
6248,70.39,834
6249,74.64,186
6250,66.19,241
6251,84.93,672
6252,46.99,367
6253,61.91,477
6254,45.38,101
6255,72.83,330
6256,36.1,319
6257,41.36,511
6258,94.9,734
6259,44.84,289
6260,32.68,870
6261,79.01,801
6262,12.3,547
6263,54.12,370
6264,38.01,668
6265,59.62,598
6266,52.64,858
6267,43.02,361
6268,85.2,357
6269,78.56,233
6270,69.81,535
6271,30.12,782
6272,17.88,760
6273,31.41,962
6274,99.25,577
6275,81.09,775
6276,17.37,545
6277,40.65,680
6278,57.13,328
6279,48.58,637
6280,78.93,915
6281,41.73,530
6282,12.9,679
6283,67.89,923
6284,75.16,109
6285,62.6,279
6286,14.22,432
6287,68.43,362
6288,15.12,390
6289,56.23,728
6290,67.48,658
6291,36.06,879
6292,76.39,330
6293,69.21,618
6294,35.83,286
6295,62.67,903
6296,94.93,241
6297,20.31,761
6298,60.96,278
6299,95.58,377
6300,37.18,880
6301,24.83,639
6302,81.13,515
6303,98.22,175
6304,64.7,173
6305,57.69,905
6306,76.1,846
6307,90.71,272
6308,86.59,525
6309,64.02,372
6310,95.29,857
6311,65.52,587
6312,87.42,168
6313,87.78,807
6314,35.74,609
6315,66.97,617
6316,38.36,292
6317,20.5,853
6318,12.41,715
6319,90.5,632
6320,28.49,940
6321,48.43,730
6322,31.04,916
6323,53.62,671
6324,83.87,827
6325,86.06,297
6326,92.68,223
